"Suno Prompts"
"Narrated Spoken Word Without Music: Create a minimalist, ambient underscore suitable for theological narration. The music should breathe beneath the spoken word like parchment beneath ink—subtle, unobtrusive, and reverent. Let it sustain the gravity of the words, never overtaking them, but enriching the atmosphere with restrained harmonic movement and sacred stillness."
"Solo acoustic guitar loop in a traditional country style at 100 BPM. Fingerpicked pattern with a warm, twangy tone. Emphasis on open chords like G, C, D, and Em. Includes subtle hammer-ons and slides for expressive phrasing. Natural reverb and a slightly roomy, intimate recording feel. Ideal for storytelling and heartfelt lyrics in a country ballad."
"Solo acoustic guitar loop in a rugged, outlaw country style at 100 BPM. Raw strumming with a driving, percussive feel. Use of palm muting, occasional string slaps, and open-position chords like E, A, and D with bluesy embellishments. Slightly detuned or worn-in guitar tone with a dry, close-mic’d recording. Evokes dusty highways, backporch grit, and southern attitude."
"Electric guitar loop in a modern progressive metalcore style at 120 BPM. Tight, djent-inspired rhythm riff with syncopated chugs, polymetric accents, and palm-muted low-string riffs in drop tuning (e.g., Drop C or Drop A). Includes ambient high-end textures with reverb-drenched harmonics or layered clean arpeggios. Heavy tone with precise gain, tight low-end, and percussive attack. Ideal for a breakdown or intense build-up in a cinematic metalcore track."
"Blues Shuffle Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Timpani, Cajón, Bell Cymbal, Bell Cymbal, Rhythm-Only, Moderato 111 bpm, G Ionian"
"Fast Flamenco Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Vibraphone, Cabasa, Log Drum, Floor Tom, Pitched Drum Elements, Andante 102 bpm, Eb Phrygian"
"Juke/Footwork Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Thunder Sheet, Snare Drum, Hi-Hats, Slit Drum, Electronic, Allegro 121 bpm, Gb Mixolydian"
"Experimental Hip Hop Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Synth Drums, Cajón, Agogô Bells, Splash Cymbal, Electronic, Allegro 168 bpm, A# Mixolydian"
"Boom Bap Drum Loop, Recording Studio Drum Kit, Balanced Sound, Dampened Heads, Snare, Bass Drum, Synth Drums, Tam-tam, Spring Drum, Shakers, Pitched Drum Elements, Moderato 109 bpm, Db Mixolydian"
"Fast Jazz Fusion Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Temple Blocks, Slit Drum, Crotales, Ride Cymbal, Pitched Drum Elements, Allegro 139 bpm, A Locrian"
"Alternative Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Steelpan, Hi-Hats, Congas, Vibraslap, Pitched Drum Elements, Adagio 75 bpm, D Dorian"
"Downtempo Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Snare Drum, Castanets, Synth Drums, Maracas, Electronic, Moderato 108 bpm, C# Dorian"
"R&B Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Thunder Sheet, Cajón, Trigger Pads, Gong, Rhythm-Only, Allegro 148 bpm, G# Ionian"
"Fast Garage Rock Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Bass Drum, Rack Tom, Pandeiro, Crash Cymbal, Rhythm-Only, Allegro 154 bpm, E Aeolian"
"Indie Rock Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Woodblock, Hi-Hats, Marimba, Concert Bass Drum, Electronic, Prestissimo 337 bpm, A# Locrian"
"Heavy Psyche Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Taiko Drums, China Cymbal, Steelpan, Guiro, Electronic, Adagio 68 bpm, B Mixolydian"
"Funk Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Chimes, Hand Bells, Hand Bells, Pandeiro, Electronic, Andante 87 bpm, Ab Ionian"
"Slow Tango Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Snare Drum, Spring Drum, Bell Cymbal, Handpan, Rhythm-Only, Larghetto 66 bpm, Gb Mixolydian"
"Bebop Drum Loop, Funk Drum Kit, Tight Snare, Quick Hi-Hats, Smaller Toms, Ride Cymbal, Spring Drum, Floor Tom, Cowbell, Mark Tree, Rhythm-Only, Largo 44 bpm, Db Lydian"
"Progressive Metal Djent Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Surdo, Bongos, Bullroarer, Shakers, Rhythm-Only, Presto 174 bpm, Eb Mixolydian"
"Synthpop Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Congas, Rainstick, Talking Drum, Almglocken, Pitched Drum Elements, Allegro 165 bpm, F# Dorian"
"Punk Rock Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Bongos, Bell Tree, Talking Drum, Triangle, Rhythm-Only, Presto 169 bpm, B Mixolydian"
"Dancehall Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Timbales, Taiko Drums, Ocean Drum, Temple Blocks, Electronic, Largo 49 bpm, A# Dorian"
"Fast Garage Rock Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Talking Drum, Bell Tree, Kanjira, Frame Drum, Rhythm-Only, Presto 180 bpm, F# Lydian"
"Video Game OST Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Crotales, Spring Drum, Guiro, Hybrid Kits, Electronic, Adagio 66 bpm, B Aeolian"
"Drum & Bass Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Bell Cymbal, Thunder Sheet, Xylophone, Triangle, Electronic, Andante 107 bpm, C# Ionian"
"Trance Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Bamboo Wind Chimes, Chimes, Cabasa, Pandeiro, Rhythm-Only, Adagio 67 bpm, F Locrian"
"Classic Rock Drum Loop, Trigger-based Drum Kit, Triggers, Acoustic Drums, Sound Module, Electronic Sounds, Tambourine, Synth Drums, Guiro, Hand Bells, Rhythm-Only, Allegro 144 bpm, G Phrygian"
"Fast Techno Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Drum Machines, Maracas, Vibraslap, Gong, Rhythm-Only, Presto 173 bpm, Eb Dorian"
"Fast House Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Bullroarer, Rototoms, Guiro, Tam-tam, Electronic, Andante 76 bpm, Eb Dorian"
"Motown Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Taiko Drums, Trigger Pads, Bass Drum, Finger Cymbals, Pitched Drum Elements, Largo 56 bpm, G# Aeolian"
"Burning Jazz Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Rototoms, Kanjira, Agogô Bells, Splash Cymbal, Rhythm-Only, Largo 50 bpm, F Mixolydian"
"Upbeat Jazz Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Finger Cymbals, Pandeiro, Crash Cymbal, Glockenspiel, Electronic, Moderato 109 bpm, Ab Lydian"
"Pop Ballad Drum Loop, Trigger-based Drum Kit, Triggers, Acoustic Drums, Sound Module, Electronic Sounds, Log Drum, Cowbell, Bullroarer, Octobans, Rhythm-Only, Andante 80 bpm, A Ionian"
"Jazz-Fusion Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Vibraslap, Spring Drum, Flexatone, Temple Blocks, Electronic, Andante 107 bpm, C# Mixolydian"
"Grunge Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Surdo, Xylophone, Hybrid Kits, Rototoms, Rhythm-Only, Larghetto 62 bpm, D Dorian"
"Funk Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Djembe, Cabasa, Cowbell, Agogô Bells, Electronic, Adagio 72 bpm, F# Dorian"
"Punk Rock Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Chimes, Frame Drum, Spring Drum, Congas, Pitched Drum Elements, Adagio 75 bpm, C Locrian"
"IDM Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Ride Cymbal, Djembe, Anklung, Ride Cymbal, Rhythm-Only, Largo 50 bpm, Ab Locrian"
"Electropunk Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Floor Tom, Taiko Drums, Bodhrán, Pandeiro, Rhythm-Only, Andante 79 bpm, A Lydian"
"Big Band Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Claves, Trigger Pads, Ocean Drum, Maracas, Rhythm-Only, Larghetto 62 bpm, F Aeolian"
"Boom Bap Drum Loop, Standard Acoustic Kit, Snare, Bass Drum, Toms, Cymbals, Electronic Drum Pads, Flexatone, Cowbell, Bullroarer, Pitched Drum Elements, Prestissimo 367 bpm, E Locrian"
"Middle Eastern Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Rainstick, Frame Drum, Ride Cymbal, Rainstick, Rhythm-Only, Prestissimo 227 bpm, C# Locrian"
"Shoegaze Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Flexatone, Ocean Drum, Maracas, Ocean Drum, Electronic, Presto 181 bpm, C# Ionian"
"Noise Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Tambourine, Crotales, Steelpan, Maracas, Rhythm-Only, Prestissimo 241 bpm, C Phrygian"
"Fast Thrash Metal Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Mark Tree, Handpan, Chimes, Hand Bells, Pitched Drum Elements, Presto 182 bpm, C Mixolydian"
"Afrobeats Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Temple Blocks, Rainstick, Floor Tom, Mark Tree, Rhythm-Only, Moderato 120 bpm, D# Lydian"
"Classic Rock Drum Loop, Jazz Drum Kit, Smaller Bass Drum, Ride Cymbal, Snare, Hi-Hats, Tabla, Doumbek, Synth Drums, Bodhrán, Electronic, Presto 172 bpm, D# Ionian"
"Jungle Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Frame Drum, Bell Cymbal, Bamboo Wind Chimes, Talking Drum, Rhythm-Only, Presto 200 bpm, F# Lydian"
"Math Drums Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Crotales, Rack Tom, Bell Tree, Log Drum, Pitched Drum Elements, Andante 88 bpm, D Mixolydian"
"Swing Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Tambourine, Crash Cymbal, Pandeiro, Crash Cymbal, Pitched Drum Elements, Andante 77 bpm, C Lydian"
"American Folk Drum Loop, Trigger-based Drum Kit, Triggers, Acoustic Drums, Sound Module, Electronic Sounds, Snare Drum, Claves, Swish Cymbal, Rototoms, Rhythm-Only, Prestissimo 352 bpm, D Aeolian"
"Modern Trap Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Pandeiro, Temple Blocks, Log Drum, Bell Tree, Electronic, Larghetto 60 bpm, Eb Ionian"
"Fast Reggaeton Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, Slapstick, Floor Tom, Timbales, Swish Cymbal, Rhythm-Only, Moderato 110 bpm, C# Lydian"
"Slow R&B Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Swish Cymbal, Synth Drums, Taiko Drums, Swish Cymbal, Pitched Drum Elements, Larghetto 63 bpm, Db Aeolian"
"Baroque Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Anklung, Woodblock, Xylophone, Bell Cymbal, Electronic, Moderato 116 bpm, G Aeolian"
"Samba Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Rototoms, Tambourine, Anklung, China Cymbal, Electronic, Larghetto 64 bpm, Bb Phrygian"
"Dancehall Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Anklung, Bell Tree, Pandeiro, Marimba, Electronic, Moderato 113 bpm, A Dorian"
"Indie Pop Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Finger Cymbals, Talking Drum, Swish Cymbal, Trigger Pads, Pitched Drum Elements, Andante 100 bpm, F Ionian"
"Electropop Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Woodblock, Crotales, Hand Bells, Xylophone, Electronic, Larghetto 60 bpm, Db Mixolydian"
"Fast Drum and Bass Drum Loop, Custom Drum Kit, Exotic Wood, Hand-built, Custom Finish, Unique Hardware, Talking Drum, Taiko Drums, Ride Cymbal, Kanjira, Rhythm-Only, Larghetto 66 bpm, C# Locrian"
"Pop Punk Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Flexatone, Tambourine, Cabasa, Gong, Electronic, Largo 57 bpm, B Aeolian"
"Drum & Bass Drum Loop, Vintage Drum Kit, Old Shells, Vintage Tone, Snare, Bass Drum, Snare Drum, Timbales, Frame Drum, Flexatone, Pitched Drum Elements, Larghetto 64 bpm, C Mixolydian"
"R&B Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Ride Cymbal, Drum Machines, Octobans, Ride Cymbal, Rhythm-Only, Largo 49 bpm, Bb Phrygian"
"Synthpop Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Kanjira, Rack Tom, Cabasa, Agogô Bells, Electronic, Andante 93 bpm, G Ionian"
"Middle Eastern Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Concert Bass Drum, Timpani, Cowbell, Glockenspiel, Rhythm-Only, Moderato 109 bpm, E Phrygian"
"Minimalism Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Tabla, Bullroarer, Temple Blocks, Xylophone, Electronic, Larghetto 60 bpm, Bb Dorian"
"Noise Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Guiro, Rainstick, Triangle, Rototoms, Rhythm-Only, Moderato 112 bpm, B Phrygian"
"Big Band Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Mark Tree, Splash Cymbal, Finger Cymbals, Agogô Bells, Electronic, Allegro 128 bpm, Gb Locrian"
"Darkwave Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Mark Tree, Castanets, Rack Tom, Frame Drum, Pitched Drum Elements, Andante 78 bpm, F Mixolydian"
"Ambient Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Marimba, Finger Cymbals, Marimba, Crash Cymbal, Electronic, Moderato 108 bpm, G Dorian"
"Bossa Nova Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Temple Blocks, Maracas, Hybrid Kits, Claves, Rhythm-Only, Andante 92 bpm, Db Dorian"
"IDM Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Finger Cymbals, Bass Drum, Finger Cymbals, Marimba, Pitched Drum Elements, Largo 44 bpm, E Ionian"
"Techno Drum Loop, Afro-Cuban Kit, Congas, Claves, Cowbells, Bongos, China Cymbal, Agogô Bells, Trigger Pads, Steelpan, Pitched Drum Elements, Andante 96 bpm, G# Lydian"
"Trance Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Shakers, Surdo, Trigger Pads, Bongos, Pitched Drum Elements, Moderato 120 bpm, Gb Dorian"
"Slow Ambient Drone Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, China Cymbal, Djembe, Timpani, Steelpan, Pitched Drum Elements, Allegro 137 bpm, F Aeolian"
"Juke/Footwork Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Timpani, Taiko Drums, Cajón, Thunder Sheet, Rhythm-Only, Moderato 116 bpm, C Lydian"
"Heavy Dubstep Drum Loop, Brushes Kit, Snare with Brushes, Hi-Hats, Bass Drum, Ride Cymbal, Mark Tree, Crotales, Triangle, Bass Drum, Pitched Drum Elements, Larghetto 63 bpm, Gb Ionian"
"Electropop Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Ocean Drum, Bongos, Frame Drum, Congas, Rhythm-Only, Allegro 168 bpm, C# Locrian"
"Jungle Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Cabasa, Hybrid Kits, Claves, Trigger Pads, Rhythm-Only, Allegro 120 bpm, D# Aeolian"
"Heavy Dubstep Drum Loop, Minimal Drum Kit, Bass Drum, Snare, Hi-Hat, Crash Cymbal, Kanjira, Log Drum, Trigger Pads, Mark Tree, Electronic, Andante 77 bpm, D# Phrygian"
"Fast Thrash Metal Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Anklung, Cajón, Vibraphone, Steelpan, Pitched Drum Elements, Prestissimo 330 bpm, G Lydian"
"Jazz-Fusion Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Cowbell, Almglocken, Flexatone, Tam-tam, Electronic, Largo 45 bpm, C# Locrian"
"Classic Rock Drum Loop, Open Tuning Drum Kit, Higher-tuned Toms, Bass Drum, Snare, Cymbals, Rototoms, Ride Cymbal, Bass Drum, China Cymbal, Pitched Drum Elements, Adagio 71 bpm, D# Aeolian"
"Hard Rock Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Anklung, Electronic Drum Pads, Guiro, Hi-Hats, Electronic, Prestissimo 371 bpm, C Lydian"
"Hard Rock Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Vibraphone, Frame Drum, Finger Cymbals, Castanets, Rhythm-Only, Presto 173 bpm, D# Mixolydian"
"Lo-fi Drum Loop, Hybrid Drum Kit, Acoustic Drums, Electronic Pads, Triggers, Sound Module, Woodblock, Anklung, Cabasa, Log Drum, Rhythm-Only, Adagio 70 bpm, Eb Aeolian"
"Glitch Hop Drum Loop, Trigger-based Drum Kit, Triggers, Acoustic Drums, Sound Module, Electronic Sounds, Swish Cymbal, Gong, Ocean Drum, Guiro, Pitched Drum Elements, Larghetto 64 bpm, Eb Aeolian"
"Minimalist Techno Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Triangle, Kanjira, Rototoms, Cabasa, Pitched Drum Elements, Allegro 144 bpm, Bb Locrian"
"Progressive Metal Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Hybrid Kits, Gong, Almglocken, Hybrid Kits, Electronic, Moderato 117 bpm, F# Ionian"
"Ambient Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Tabla, Rack Tom, Slapstick, Frame Drum, Electronic, Prestissimo 205 bpm, G# Mixolydian"
"Alternative Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Octobans, Bamboo Wind Chimes, Claves, Snare Drum, Pitched Drum Elements, Andante 88 bpm, C Phrygian"
"Math Drums Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Shakers, Guiro, Maracas, Surdo, Pitched Drum Elements, Andante 89 bpm, G# Mixolydian"
"Alternative Drum Loop, Travel Drum Kit, Collapsible, Lightweight, Snare, Bass Drum, Xylophone, Talking Drum, Tambourine, Splash Cymbal, Electronic, Largo 58 bpm, Db Dorian"
"Dancehall Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Anklung, Timpani, Pandeiro, Rototoms, Electronic, Prestissimo 283 bpm, G Dorian"
"Trap Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Bodhrán, Swish Cymbal, Handpan, Pandeiro, Rhythm-Only, Presto 172 bpm, D Aeolian"
"Techno Drum Loop, Standard Acoustic Kit, Snare, Bass Drum, Toms, Cymbals, Spring Drum, Agogô Bells, Rototoms, Slit Drum, Pitched Drum Elements, Allegro 160 bpm, Bb Locrian"
"Metal Drum Loop, Electronic Drum Set, Roland, Alesis, Yamaha, Pads/Triggers, Agogô Bells, Crotales, Bass Drum, Rototoms, Rhythm-Only, Larghetto 63 bpm, C# Ionian"
"Big Band Drum Loop, Trigger-based Drum Kit, Triggers, Acoustic Drums, Sound Module, Electronic Sounds, Timpani, Chimes, Doumbek, Castanets, Pitched Drum Elements, Largo 46 bpm, Bb Lydian"
"Heavy Industrial Drum Loop, Recording Studio Drum Kit, Balanced Sound, Dampened Heads, Snare, Bass Drum, Swish Cymbal, Pandeiro, Trigger Pads, Slapstick, Electronic, Moderato 118 bpm, B Lydian"
"Reggae Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Slit Drum, Taiko Drums, Splash Cymbal, Bodhrán, Pitched Drum Elements, Larghetto 65 bpm, C# Mixolydian"
"Bebop Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Taiko Drums, Pandeiro, Bullroarer, Cajón, Electronic, Larghetto 60 bpm, A# Aeolian"
"Punk Rap Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Xylophone, Trigger Pads, Triangle, Thunder Sheet, Electronic, Largo 48 bpm, B Aeolian"
"Bebop Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Bullroarer, Hybrid Kits, China Cymbal, Synth Drums, Electronic, Larghetto 62 bpm, C# Mixolydian"
"Video Game OST Drum Loop, Rock Drum Kit, Large Bass Drum, Loud Snare, Toms, Crash Cymbals, Chimes, Woodblock, Vibraslap, China Cymbal, Rhythm-Only, Moderato 118 bpm, D# Aeolian"
"Fast Thrash Metal Drum Loop, Country Drum Kit, Crisp Snare, Brushes, Bass Drum, Hi-Hats, Almglocken, Woodblock, Chimes, Kanjira, Rhythm-Only, Adagio 74 bpm, C Aeolian"
"Dancehall Drum Loop, Blues Drum Kit, Warm Snare, Minimal Cymbals, Bass Drum, Toms, Almglocken, Flexatone, Snare Drum, Slapstick, Pitched Drum Elements, Andante 83 bpm, B Mixolydian"
"Dubstep Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Handpan, Floor Tom, Temple Blocks, Snare Drum, Pitched Drum Elements, Andante 78 bpm, Eb Lydian"
"Chiptune Drum Loop, Metal Drum Kit, Double Bass Pedals, Multiple Toms, China Cymbals, Splash Cymbals, Bullroarer, Floor Tom, Swish Cymbal, Swish Cymbal, Electronic, Moderato 120 bpm, D Ionian"
"Punk Rock Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Shakers, Cowbell, Maracas, Hybrid Kits, Rhythm-Only, Largo 54 bpm, Bb Phrygian"
"Pop Ballad Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Cowbell, Rototoms, Rainstick, Drum Machines, Rhythm-Only, Presto 170 bpm, Gb Ionian"
"Swing Drum Loop, Quiet Practice Kit, Mesh Heads, Rubber Pads, Silent Cymbals, Bass Pedal, Rainstick, Djembe, Rototoms, Talking Drum, Pitched Drum Elements, Adagio 66 bpm, B Lydian"
"Chillhop Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Gong, Glockenspiel, Crotales, Bodhrán, Pitched Drum Elements, Presto 191 bpm, Db Locrian"
"Heavy Doom Metal Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Kanjira, Bullroarer, Djembe, Castanets, Pitched Drum Elements, Larghetto 63 bpm, D Ionian"
"Chiptune Drum Loop, Trigger-based Drum Kit, Triggers, Acoustic Drums, Sound Module, Electronic Sounds, Octobans, Tam-tam, Almglocken, Taiko Drums, Rhythm-Only, Largo 51 bpm, E Ionian"
"Slow Tango Drum Loop, Compact/Cocktail Drum Kit, Small Bass Drum, Snare, Hi-Hats, Crash Cymbal, Timbales, Tambourine, Marimba, Surdo, Electronic, Adagio 71 bpm, A Locrian"
"IDM Drum Loop, World Percussion Kit, Congas, Bongos, Djembes, Cajón, Vibraphone, Claves, Tambourine, Glockenspiel, Pitched Drum Elements, Prestissimo 322 bpm, F Ionian"
"Noise Drum Loop, Sampling Pad Drum Kit, Akai, Roland SPD, Pads, Sample Triggers, Rototoms, Finger Cymbals, Swish Cymbal, Talking Drum, Pitched Drum Elements, Larghetto 64 bpm, Bb Lydian"
"Progressive Metal Drum Loop, Reggae Drum Kit, Rim Clicks, Off-beat Hi-Hats, Snare, Bass Drum, Tambourine, Finger Cymbals, Crotales, Djembe, Rhythm-Only, Moderato 117 bpm, D Dorian"
"Minimalism Drum Loop, Custom Drum Kit, Exotic Wood, Hand-built, Custom Finish, Unique Hardware, Handpan, Maracas, Log Drum, Frame Drum, Electronic, Adagio 71 bpm, A Phrygian"
"Indie Rock Drum Loop, Orchestral Drum Kit, Timpani, Bass Drum, Snare, Cymbals, Djembe, Crotales, Log Drum, Woodblock, Pitched Drum Elements, Larghetto 65 bpm, Ab Mixolydian"
"Rap Rock Drum Loop, Double Bass Drum Kit, Two Bass Drums, Toms, Snare, Cymbals, Splash Cymbal, Almglocken, Rototoms, Bodhrán, Rhythm-Only, Largo 49 bpm, C Locrian"
"Slow Reggae Drum Loop, Analog Drum Machine, Roland TR-808, TR-909, Bass Drum Synth, Hi-Hats, Rack Tom, Maracas, Drum Machines, Vibraslap, Rhythm-Only, Andante 82 bpm, A# Ionian"
"Fast Progressive House Drum Loop, Synth Drum Kit, Analog, Digital, Modular Synth, Drum Synth, Kanjira, Pandeiro, Bell Tree, Glockenspiel, Electronic, Allegro 154 bpm, Gb Phrygian"
"Shoegaze Drum Loop, Custom Drum Kit, Exotic Wood, Hand-built, Custom Finish, Unique Hardware, Ocean Drum, Surdo, Octobans, Cajón, Pitched Drum Elements, Moderato 115 bpm, C Dorian"
"Shoegaze Drum Loop, Custom Drum Kit, Exotic Wood, Hand-built, Custom Finish, Unique Hardware, Spring Drum, Concert Bass Drum, Pandeiro, Vibraphone, Rhythm-Only, Presto 183 bpm, Db Dorian"
"Glitch Hop Drum Loop, Brazilian Samba Kit, Surdo, Tamborim, Pandeiro, Agogô, Timpani, Shakers, Octobans, Almglocken, Electronic, Presto 193 bpm, D# Aeolian"
"Indie Pop Drum Loop, Latin Percussion Kit, Timbales, Cowbells, Claves, Bongos, Octobans, Guiro, Gong, Djembe, Pitched Drum Elements, Andante 90 bpm, B Aeolian"
"Heavy Metal Drum Loop, Travel Drum Kit, Collapsible, Lightweight, Snare, Bass Drum, Bell Tree, China Cymbal, Cajón, Bamboo Wind Chimes, Electronic, Moderato 117 bpm, C# Ionian"
"Heavy Metal Drum Loop, Digital Drum Machine, Akai MPC, Elektron Digitakt, Samples, Sequences, Kanjira, Hi-Hats, Crotales, Agogô Bells, Pitched Drum Elements, Presto 181 bpm, Eb Lydian"
